"STATION","NAME","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00050848","BOULDER, CO US","2022-01-06","0.33","5.1","20","0"
"USC00050848","BOULDER, CO US","2022-01-07","0.00","0.0","63","7"
"USC00050848","BOULDER, CO US","2022-01-08","0.00","0.0","58","39"
"USC00050848","BOULDER, CO US","2022-01-09","0.00","0.0","40","19"
"USC00050848","BOULDER, CO US","2022-01-10","0.00","0.0","54","19"
"USC00050848","BOULDER, CO US","2022-01-11","0.00","0.0","56","27"
"USC00050848","BOULDER, CO US","2022-01-12","0.00","0.0","57","28"
"USC00050848","BOULDER, CO US","2022-01-13","0.00","0.0","59","40"
"USC00050848","BOULDER, CO US","2022-01-14","0.03","0.3","53","31"
"USC00050848","BOULDER, CO US","2022-01-15","0.00","0.0","50","15"
"USC00050848","BOULDER, CO US","2022-01-16","0.00","0.0","60","35"
"USC00050848","BOULDER, CO US","2022-01-17","0.00","0.0","56","23"
"USC00050848","BOULDER, CO US","2022-01-18","0.00","0.0","50","35"
"USC00050848","BOULDER, CO US","2022-01-19","0.07","0.0","42","19"
"USC00050848","BOULDER, CO US","2022-01-20","0.01","0.0","27","15"
"USC00050848","BOULDER, CO US","2022-01-21","0.07","1.3","33","22"
"USC00050848","BOULDER, CO US","2022-01-22","0.01","0.1","44","17"
"USC00050848","BOULDER, CO US","2022-01-23","0.00","0.0","53","22"
"USC00050848","BOULDER, CO US","2022-01-24","0.00","0.0","47","28"
"USC00050848","BOULDER, CO US","2022-01-25","0.32","5.4","40","21"
"USC00050848","BOULDER, CO US","2022-01-26","0.00","0.0","38","6"
"USC00050848","BOULDER, CO US","2022-01-27","0.12","3.2","31","20"
"USC00050848","BOULDER, CO US","2022-01-28","0.00","0.0","51","9"
"USC00050848","BOULDER, CO US","2022-01-29","0.00","0.0","57","27"
"USC00050848","BOULDER, CO US","2022-01-30","0.00","0.0","54","22"
"USC00050848","BOULDER, CO US","2022-01-31","0.00","0.0","61","23"
"USC00050848","BOULDER, CO US","2022-02-01","0.05","0.6","51","22"
"USC00050848","BOULDER, CO US","2022-02-02","0.57","9.2","22","7"
"USC00050848","BOULDER, CO US","2022-02-03","0.02","0.4","24","-11"
"USC00050848","BOULDER, CO US","2022-02-04","0.00","0.0","40","4"
"USC00050848","BOULDER, CO US","2022-02-05","0.00","0.0","50","17"
"USC00050848","BOULDER, CO US","2022-02-06","0.00","0.0","39","20"
"USC00050848","BOULDER, CO US","2022-02-07","0.00","0.0","54","20"
"USC00050848","BOULDER, CO US","2022-02-08","0.00","0.0","54","35"
"USC00050848","BOULDER, CO US","2022-02-09","0.00","0.0","56","38"
"USC00050848","BOULDER, CO US","2022-02-10","0.00","0.0","61","26"
"USC00050848","BOULDER, CO US","2022-02-11","0.37","5.6","49","26"
"USC00050848","BOULDER, CO US","2022-02-12","0.32","4.5","39","7"
"USC00050848","BOULDER, CO US","2022-02-13","0.00","0.0","59","19"
"USC00050848","BOULDER, CO US","2022-02-14","0.00","0.0","55","25"
"USC00050848","BOULDER, CO US","2022-02-15","0.00","0.0","60","36"
"USC00050848","BOULDER, CO US","2022-02-16","0.13","1.7","51","21"
"USC00050848","BOULDER, CO US","2022-02-17","0.35","5.6","34","5"
"USC00050848","BOULDER, CO US","2022-02-18","0.00","0.0","45","19"
"USC00050848","BOULDER, CO US","2022-02-19","0.00","0.0","57","23"
"USC00050848","BOULDER, CO US","2022-02-20","0.00","0.0","62","34"
"USC00050848","BOULDER, CO US","2022-02-21","0.00","0.0","57","18"
"USC00050848","BOULDER, CO US","2022-02-22","0.19","2.9","18","-2"
"USC00050848","BOULDER, CO US","2022-02-23","0.13","1.6","11","-4"
"USC00050848","BOULDER, CO US","2022-02-24","0.04","0.7","25","1"
"USC00050848","BOULDER, CO US","2022-02-25","0.00","0.0","26","2"
"USC00050848","BOULDER, CO US","2022-02-26","0.00","0.0","36","6"
"USC00050848","BOULDER, CO US","2022-02-27","0.00","0.0","55","15"
"USC00050848","BOULDER, CO US","2022-02-28","0.00","0.0","66","32"
"USC00050848","BOULDER, CO US","2022-03-01","0.00","0.0","70","41"
"USC00050848","BOULDER, CO US","2022-03-02","0.00","0.0","66","38"
"USC00050848","BOULDER, CO US","2022-03-03","0.00","0.0","69","39"
"USC00050848","BOULDER, CO US","2022-03-04","0.00","0.0","68","31"
"USC00050848","BOULDER, CO US","2022-03-05","0.05","0.1","56","27"
"USC00050848","BOULDER, CO US","2022-03-06","0.14","5.3","29","18"
"USC00050848","BOULDER, CO US","2022-03-07","0.05","0.8","29","5"
"USC00050848","BOULDER, CO US","2022-03-08","0.00","0.0","41","11"
"USC00050848","BOULDER, CO US","2022-03-09","0.15","4.1","34","10"
"USC00050848","BOULDER, CO US","2022-03-10","0.06","0.8","22","2"
"USC00050848","BOULDER, CO US","2022-03-11","0.00","0.0","33","2"
"USC00050848","BOULDER, CO US","2022-03-12","0.00","0.0","56","17"
"USC00050848","BOULDER, CO US","2022-03-13","0.00","0.0","61","31"
"USC00050848","BOULDER, CO US","2022-03-14","0.00","0.0","56","29"
"USC00050848","BOULDER, CO US","2022-03-15","0.00","0.0","69","29"
"USC00050848","BOULDER, CO US","2022-03-16","0.01","0.0","63","42"
"USC00050848","BOULDER, CO US","2022-03-17","0.97","4.8","45","30"
"USC00050848","BOULDER, CO US","2022-03-18","0.01","0.3","52","19"
"USC00050848","BOULDER, CO US","2022-03-19","0.00","0.0","60","28"
"USC00050848","BOULDER, CO US","2022-03-20","0.00","0.0","66","31"
"USC00050848","BOULDER, CO US","2022-03-21","0.04","0.5","57","29"
"USC00050848","BOULDER, CO US","2022-03-22","0.00","0.0","47","22"
"USC00050848","BOULDER, CO US","2022-03-23","0.00","0.0","58","22"
"USC00050848","BOULDER, CO US","2022-03-24","0.00","0.0","67","30"
"USC00050848","BOULDER, CO US","2022-03-25","0.00","0.0","62","39"
"USC00050848","BOULDER, CO US","2022-03-26","0.00","0.0","78","36"
"USC00050848","BOULDER, CO US","2022-03-27","0.00","0.0","73","32"
"USC00050848","BOULDER, CO US","2022-03-28","0.00","0.0","77","43"
"USC00050848","BOULDER, CO US","2022-03-29","0.19","0.0","70","43"
"USC00050848","BOULDER, CO US","2022-03-30","0.00","0.0","51","30"
"USC00050848","BOULDER, CO US","2022-03-31","0.00","0.0","65","26"
"USC00050848","BOULDER, CO US","2022-04-01","0.00","0.0","60","39"
"USC00050848","BOULDER, CO US","2022-04-02","0.00","0.0","68","27"
"USC00050848","BOULDER, CO US","2022-04-03","0.00","0.0","66","40"
"USC00050848","BOULDER, CO US","2022-04-04","0.00","0.0","69","29"
"USC00050848","BOULDER, CO US","2022-04-05","0.00","0.0","64","44"
"USC00050848","BOULDER, CO US","2022-04-06","0.00","0.0","49","28"
"USC00050848","BOULDER, CO US","2022-04-07","0.00","0.0","58","27"
"USC00050848","BOULDER, CO US","2022-04-08","0.00","0.0","69","24"
"USC00050848","BOULDER, CO US","2022-04-09","0.00","0.0","78","45"
"USC00050848","BOULDER, CO US","2022-04-10","0.12","0.0","70","34"
"USC00050848","BOULDER, CO US","2022-04-11","0.00","0.0","59","25"
"USC00050848","BOULDER, CO US","2022-04-12","0.00","0.0","58","38"
"USC00050848","BOULDER, CO US","2022-04-13","0.00","0.0","39","12"
"USC00050848","BOULDER, CO US","2022-04-14","0.00","0.0","57","20"
"USC00050848","BOULDER, CO US","2022-04-15","0.00","0.0","65","35"
"USC00050848","BOULDER, CO US","2022-04-16","0.00","0.0","55","28"
"USC00050848","BOULDER, CO US","2022-04-17","0.00","0.0","63","28"
"USC00050848","BOULDER, CO US","2022-04-18","0.00","0.0","59","24"
"USC00050848","BOULDER, CO US","2022-04-19","0.00","0.0","82","32"
"USC00050848","BOULDER, CO US","2022-04-20","0.00","0.0","73","45"
"USC00050848","BOULDER, CO US","2022-04-21","0.00","0.0","78","37"
"USC00050848","BOULDER, CO US","2022-04-22","0.00","0.0","85","38"
"USC00050848","BOULDER, CO US","2022-04-23","0.00","0.0","67","30"
"USC00050848","BOULDER, CO US","2022-04-24","0.00","0.0","52","31"
"USC00050848","BOULDER, CO US","2022-04-25","0.00","0.0","55","30"
"USC00050848","BOULDER, CO US","2022-04-26","0.00","0.0","74","30"
"USC00050848","BOULDER, CO US","2022-04-27","0.00","0.0","74","43"
"USC00050848","BOULDER, CO US","2022-04-28","0.00","0.0","75","40"
"USC00050848","BOULDER, CO US","2022-04-29","0.00","0.0","69","43"
"USC00050848","BOULDER, CO US","2022-04-30","0.00","0.0","65","37"
"USC00050848","BOULDER, CO US","2022-05-01","0.00","0.0","64","32"
"USC00050848","BOULDER, CO US","2022-05-02","0.41","0.0","58","35"
"USC00050848","BOULDER, CO US","2022-05-03","0.00","0.0","52","36"
"USC00050848","BOULDER, CO US","2022-05-04","0.96","0.0","52","37"
"USC00050848","BOULDER, CO US","2022-05-05","0.00","0.0","71","35"
"USC00050848","BOULDER, CO US","2022-05-06","0.00","0.0","81","46"
"USC00050848","BOULDER, CO US","2022-05-07","0.00","0.0","86","47"
"USC00050848","BOULDER, CO US","2022-05-08","0.00","0.0","80","40"
"USC00050848","BOULDER, CO US","2022-05-09","0.00","0.0","71","44"
"USC00050848","BOULDER, CO US","2022-05-10","0.00","0.0","71","40"
"USC00050848","BOULDER, CO US","2022-05-11","0.00","0.0","87","42"
"USC00050848","BOULDER, CO US","2022-05-12","0.00","0.0","80","48"
"USC00050848","BOULDER, CO US","2022-05-13","0.00","0.0","75","46"
"USC00050848","BOULDER, CO US","2022-05-14","0.00","0.0","80","49"
"USC00050848","BOULDER, CO US","2022-05-15","0.00","0.0","77","47"
"USC00050848","BOULDER, CO US","2022-05-16","0.00","0.0","87","43"
"USC00050848","BOULDER, CO US","2022-05-17","0.00","0.0","85","49"
"USC00050848","BOULDER, CO US","2022-05-18","0.00","0.0","84","48"
"USC00050848","BOULDER, CO US","2022-05-19","0.00","0.0","86","45"
"USC00050848","BOULDER, CO US","2022-05-20","0.63","3.8","84","32"
"USC00050848","BOULDER, CO US","2022-05-21","0.58","4.5","45","32"
"USC00050848","BOULDER, CO US","2022-05-22","0.00","0.0","58","30"
"USC00050848","BOULDER, CO US","2022-05-23","0.01","0.0","61","37"
"USC00050848","BOULDER, CO US","2022-05-24","0.22","0.0","56","38"
"USC00050848","BOULDER, CO US","2022-05-25","0.01","0.0","71","34"
"USC00050848","BOULDER, CO US","2022-05-26","0.00","0.0","82","40"
"USC00050848","BOULDER, CO US","2022-05-27","0.00","0.0","87","50"
"USC00050848","BOULDER, CO US","2022-05-28","0.00","0.0","82","51"
"USC00050848","BOULDER, CO US","2022-05-29","0.15","0.0","79","51"
"USC00050848","BOULDER, CO US","2022-05-30","0.06","0.0","64","44"
"USC00050848","BOULDER, CO US","2022-05-31","0.16","0.0","63","38"
"USC00050848","BOULDER, CO US","2022-06-01","0.58","0.0","54","39"
"USC00050848","BOULDER, CO US","2022-06-02","0.00","0.0","69","39"
"USC00050848","BOULDER, CO US","2022-06-03","0.06","0.0","73","45"
"USC00050848","BOULDER, CO US","2022-06-04","0.00","0.0","83","44"
"USC00050848","BOULDER, CO US","2022-06-05","0.00","0.0","80","52"
"USC00050848","BOULDER, CO US","2022-06-06","0.04","0.0","76","51"
"USC00050848","BOULDER, CO US","2022-06-07","0.00","0.0","79","50"
"USC00050848","BOULDER, CO US","2022-06-08","0.00","0.0","77","49"
"USC00050848","BOULDER, CO US","2022-06-09","0.00","0.0","88","50"
"USC00050848","BOULDER, CO US","2022-06-10","0.00","0.0","90","48"
"USC00050848","BOULDER, CO US","2022-06-11","0.00","0.0","99","58"
"USC00050848","BOULDER, CO US","2022-06-12","0.05","0.0","96","60"
"USC00050848","BOULDER, CO US","2022-06-13","0.00","0.0","95","65"
"USC00050848","BOULDER, CO US","2022-06-14","0.00","0.0","90","52"
"USC00050848","BOULDER, CO US","2022-06-15","0.00","0.0","87","45"
"USC00050848","BOULDER, CO US","2022-06-16","0.00","0.0","91","52"
"USC00050848","BOULDER, CO US","2022-06-17","0.00","0.0","91","58"
"USC00050848","BOULDER, CO US","2022-06-18","0.00","0.0","90","61"
"USC00050848","BOULDER, CO US","2022-06-19","0.00","0.0","87","63"
"USC00050848","BOULDER, CO US","2022-06-20","0.00","0.0","87","57"
"USC00050848","BOULDER, CO US","2022-06-21","0.00","0.0","85","47"
"USC00050848","BOULDER, CO US","2022-06-22","0.00","0.0","82","49"
"USC00050848","BOULDER, CO US","2022-06-23","0.00","0.0","91","51"
"USC00050848","BOULDER, CO US","2022-06-24","0.11","0.0","89","60"
"USC00050848","BOULDER, CO US","2022-06-25","0.00","0.0","72","53"
"USC00050848","BOULDER, CO US","2022-06-26","0.01","0.0","68","56"
"USC00050848","BOULDER, CO US","2022-06-27","0.00","0.0","85","48"
"USC00050848","BOULDER, CO US","2022-06-28","0.00","0.0","91","52"
"USC00050848","BOULDER, CO US","2022-06-29","0.01","0.0","92","60"
"USC00050848","BOULDER, CO US","2022-06-30","0.08","0.0","82","63"
"USC00050848","BOULDER, CO US","2022-07-01","0.00","0.0","84","51"
"USC00050848","BOULDER, CO US","2022-07-02","0.00","0.0","89","54"
"USC00050848","BOULDER, CO US","2022-07-03","0.02","0.0","88","57"
"USC00050848","BOULDER, CO US","2022-07-04","0.00","0.0","92","58"
"USC00050848","BOULDER, CO US","2022-07-05","0.00","0.0","88","58"
"USC00050848","BOULDER, CO US","2022-07-06","0.09","0.0","86","63"
"USC00050848","BOULDER, CO US","2022-07-07","0.11","0.0","90","53"
"USC00050848","BOULDER, CO US","2022-07-08","0.00","0.0","94","55"
"USC00050848","BOULDER, CO US","2022-07-09","0.03","0.0","99","58"
"USC00050848","BOULDER, CO US","2022-07-10","0.02","0.0","98","59"
"USC00050848","BOULDER, CO US","2022-07-11","0.10","0.0","81","60"
"USC00050848","BOULDER, CO US","2022-07-12","0.00","0.0","93","54"
"USC00050848","BOULDER, CO US","2022-07-13","0.00","0.0","96","56"
"USC00050848","BOULDER, CO US","2022-07-14","0.02","0.0","96","67"
"USC00050848","BOULDER, CO US","2022-07-15","0.01","0.0","89","62"
"USC00050848","BOULDER, CO US","2022-07-16","0.17","0.0","91","62"
"USC00050848","BOULDER, CO US","2022-07-17","0.00","0.0","97","58"
"USC00050848","BOULDER, CO US","2022-07-18","0.00","0.0","99","65"
"USC00050848","BOULDER, CO US","2022-07-19","0.00","0.0","100","71"
"USC00050848","BOULDER, CO US","2022-07-20","0.13","0.0","94","61"
"USC00050848","BOULDER, CO US","2022-07-21","0.00","0.0","94","57"
"USC00050848","BOULDER, CO US","2022-07-22","0.00","0.0","97","65"
"USC00050848","BOULDER, CO US","2022-07-23","0.09","0.0","96","67"
"USC00050848","BOULDER, CO US","2022-07-24","0.49","0.0","78","57"
"USC00050848","BOULDER, CO US","2022-07-25","0.02","0.0","89","56"
"USC00050848","BOULDER, CO US","2022-07-26","0.00","0.0","88","57"
"USC00050848","BOULDER, CO US","2022-07-27","0.00","0.0","86","58"
"USC00050848","BOULDER, CO US","2022-07-28","1.11","0.0","82","60"
"USC00050848","BOULDER, CO US","2022-07-29","0.03","0.0","81","58"
"USC00050848","BOULDER, CO US","2022-07-30","0.00","0.0","91","51"
"USC00050848","BOULDER, CO US","2022-07-31","0.00","0.0","90","61"
"USC00050848","BOULDER, CO US","2022-08-01","0.00","0.0","93","60"
"USC00050848","BOULDER, CO US","2022-08-02","0.00","0.0","93","66"
"USC00050848","BOULDER, CO US","2022-08-03","0.01","0.0","88","62"
"USC00050848","BOULDER, CO US","2022-08-04","0.00","0.0","95","58"
"USC00050848","BOULDER, CO US","2022-08-05","0.00","0.0","93","63"
"USC00050848","BOULDER, CO US","2022-08-06","0.12","0.0","89","64"
"USC00050848","BOULDER, CO US","2022-08-07","0.18","0.0","84","62"
"USC00050848","BOULDER, CO US","2022-08-08","0.14","0.0","87","55"
"USC00050848","BOULDER, CO US","2022-08-09","0.00","0.0","92","59"
"USC00050848","BOULDER, CO US","2022-08-10","0.00","0.0","93","60"
"USC00050848","BOULDER, CO US","2022-08-11","0.00","0.0","94","59"
"USC00050848","BOULDER, CO US","2022-08-12","0.00","0.0","91","61"
"USC00050848","BOULDER, CO US","2022-08-13","0.00","0.0","90","61"
"USC00050848","BOULDER, CO US","2022-08-14","0.01","0.0","88","61"
"USC00050848","BOULDER, CO US","2022-08-15","0.22","0.0","80","62"
"USC00050848","BOULDER, CO US","2022-08-16","0.59","0.0","71","61"
"USC00050848","BOULDER, CO US","2022-08-17","0.00","0.0","83","53"
"USC00050848","BOULDER, CO US","2022-08-18","0.00","0.0","86","53"
"USC00050848","BOULDER, CO US","2022-08-19","0.00","0.0","84","56"
"USC00050848","BOULDER, CO US","2022-08-20","0.16","0.0","78","57"
"USC00050848","BOULDER, CO US","2022-08-21","0.00","0.0","78","53"
"USC00050848","BOULDER, CO US","2022-08-22","0.00","0.0","84","53"
"USC00050848","BOULDER, CO US","2022-08-23","0.00","0.0","86","54"
"USC00050848","BOULDER, CO US","2022-08-24","0.00","0.0","85","53"
"USC00050848","BOULDER, CO US","2022-08-25","0.02","0.0","85","55"
"USC00050848","BOULDER, CO US","2022-08-26","0.00","0.0","81","57"
"USC00050848","BOULDER, CO US","2022-08-27","0.00","0.0","91","56"
"USC00050848","BOULDER, CO US","2022-08-28","0.00","0.0","94","69"
"USC00050848","BOULDER, CO US","2022-08-29","0.00","0.0","86","53"
"USC00050848","BOULDER, CO US","2022-08-30","0.00","0.0","91","54"
"USC00050848","BOULDER, CO US","2022-08-31","0.01","0.0","90","57"
"USC00050848","BOULDER, CO US","2022-09-01","0.00","0.0","94","53"
"USC00050848","BOULDER, CO US","2022-09-02","0.00","0.0","93","60"
"USC00050848","BOULDER, CO US","2022-09-03","0.00","0.0","90","54"
"USC00050848","BOULDER, CO US","2022-09-04","0.00","0.0","95","54"
"USC00050848","BOULDER, CO US","2022-09-05","0.00","0.0","95","60"
"USC00050848","BOULDER, CO US","2022-09-06","0.00","0.0","96","59"
"USC00050848","BOULDER, CO US","2022-09-07","0.00","0.0","95","57"
"USC00050848","BOULDER, CO US","2022-09-08","0.00","0.0","97","61"
"USC00050848","BOULDER, CO US","2022-09-09","0.07","0.0","82","50"
"USC00050848","BOULDER, CO US","2022-09-10","0.91","0.0","55","45"
"USC00050848","BOULDER, CO US","2022-09-11","0.00","0.0","75","39"
"USC00050848","BOULDER, CO US","2022-09-12","0.00","0.0","87","46"
"USC00050848","BOULDER, CO US","2022-09-13","0.00","0.0","82","50"
"USC00050848","BOULDER, CO US","2022-09-14","0.00","0.0","80","57"
"USC00050848","BOULDER, CO US","2022-09-15","0.00","0.0","78","52"
"USC00050848","BOULDER, CO US","2022-09-16","0.01","0.0","78","47"
"USC00050848","BOULDER, CO US","2022-09-17","0.00","0.0","80","51"
"USC00050848","BOULDER, CO US","2022-09-18","0.02","0.0","82","47"
"USC00050848","BOULDER, CO US","2022-09-19","0.00","0.0","90","50"
"USC00050848","BOULDER, CO US","2022-09-20","0.00","0.0","90","57"
"USC00050848","BOULDER, CO US","2022-09-21","0.17","0.0","79","52"
"USC00050848","BOULDER, CO US","2022-09-22","0.22","0.0","59","47"
"USC00050848","BOULDER, CO US","2022-09-23","0.01","0.0","81","47"
"USC00050848","BOULDER, CO US","2022-09-24","0.00","0.0","81","47"
"USC00050848","BOULDER, CO US","2022-09-25","0.00","0.0","73","43"
"USC00050848","BOULDER, CO US","2022-09-26","0.00","0.0","82","44"
"USC00050848","BOULDER, CO US","2022-09-27","0.00","0.0","80","48"
"USC00050848","BOULDER, CO US","2022-09-28","0.00","0.0","82","45"
"USC00050848","BOULDER, CO US","2022-09-29","0.01","0.0","82","54"
"USC00050848","BOULDER, CO US","2022-09-30","0.07","0.0","79","50"
"USC00050848","BOULDER, CO US","2022-10-01","0.13","0.0","71","46"
"USC00050848","BOULDER, CO US","2022-10-02","0.00","0.0","74","46"
"USC00050848","BOULDER, CO US","2022-10-03","0.09","0.0","74","46"
"USC00050848","BOULDER, CO US","2022-10-04","0.00","0.0","65","42"
"USC00050848","BOULDER, CO US","2022-10-05","0.00","0.0","70","42"
"USC00050848","BOULDER, CO US","2022-10-06","0.00","0.0","72","41"
"USC00050848","BOULDER, CO US","2022-10-07","0.04","0.0","57","38"
"USC00050848","BOULDER, CO US","2022-10-08","0.00","0.0","66","36"
"USC00050848","BOULDER, CO US","2022-10-09","0.00","0.0","73","37"
"USC00050848","BOULDER, CO US","2022-10-10","0.00","0.0","78","40"
"USC00050848","BOULDER, CO US","2022-10-11","0.00","0.0","78","49"
"USC00050848","BOULDER, CO US","2022-10-12","0.00","0.0","71","36"
"USC00050848","BOULDER, CO US","2022-10-13","0.00","0.0","66","35"
"USC00050848","BOULDER, CO US","2022-10-14","0.00","0.0","78","42"
"USC00050848","BOULDER, CO US","2022-10-15","0.00","0.0","65","40"
"USC00050848","BOULDER, CO US","2022-10-16","0.00","0.0","59","43"
"USC00050848","BOULDER, CO US","2022-10-17","0.00","0.0","65","32"
"USC00050848","BOULDER, CO US","2022-10-18","0.00","0.0","69","32"
"USC00050848","BOULDER, CO US","2022-10-19","0.00","0.0","77","39"
"USC00050848","BOULDER, CO US","2022-10-20","0.00","0.0","82","39"
"USC00050848","BOULDER, CO US","2022-10-21","0.00","0.0","77","49"
"USC00050848","BOULDER, CO US","2022-10-22","0.00","0.0","77","48"
"USC00050848","BOULDER, CO US","2022-10-23","0.00","0.0","67","45"
"USC00050848","BOULDER, CO US","2022-10-24","0.02","0.0","53","30"
"USC00050848","BOULDER, CO US","2022-10-25","0.00","0.0","61","38"
"USC00050848","BOULDER, CO US","2022-10-26","0.00","0.0","57","33"
"USC00050848","BOULDER, CO US","2022-10-27","0.24","0.1","51","33"
"USC00050848","BOULDER, CO US","2022-10-28","0.00","0.0","59","27"
"USC00050848","BOULDER, CO US","2022-10-29","0.00","0.0","61","30"
"USC00050848","BOULDER, CO US","2022-10-30","0.00","0.0","61","31"
"USC00050848","BOULDER, CO US","2022-10-31","0.00","0.0","70","32"
"USC00050848","BOULDER, CO US","2022-11-01","0.00","0.0","71","34"
"USC00050848","BOULDER, CO US","2022-11-02","0.00","0.0","69","45"
"USC00050848","BOULDER, CO US","2022-11-03","0.24","3.0","51","32"
"USC00050848","BOULDER, CO US","2022-11-04","0.27","3.7","44","24"
"USC00050848","BOULDER, CO US","2022-11-05","0.00","0.0","57","32"
"USC00050848","BOULDER, CO US","2022-11-06","0.00","0.0","54","36"
"USC00050848","BOULDER, CO US","2022-11-07","0.00","0.0","52","25"
"USC00050848","BOULDER, CO US","2022-11-08","0.00","0.0","68","33"
"USC00050848","BOULDER, CO US","2022-11-09","0.00","0.0","49","24"
"USC00050848","BOULDER, CO US","2022-11-10","0.00","0.0","51","29"
"USC00050848","BOULDER, CO US","2022-11-11","0.00","0.0","37","14"
"USC00050848","BOULDER, CO US","2022-11-12","0.00","0.0","45","15"
"USC00050848","BOULDER, CO US","2022-11-13","0.00","0.0","50","21"
"USC00050848","BOULDER, CO US","2022-11-14","0.00","0.0","39","16"
"USC00050848","BOULDER, CO US","2022-11-15","0.14","3.5","35","21"
"USC00050848","BOULDER, CO US","2022-11-16","0.00","0.0","40","17"
"USC00050848","BOULDER, CO US","2022-11-17","0.12","3.3","32","20"
"USC00050848","BOULDER, CO US","2022-11-18","0.34","5.6","24","11"
"USC00050848","BOULDER, CO US","2022-11-19","0.00","0.0","41","5"
"USC00050848","BOULDER, CO US","2022-11-20","0.00","0.0","47","13"
"USC00050848","BOULDER, CO US","2022-11-21","0.00","0.0","50","21"
"USC00050848","BOULDER, CO US","2022-11-22","0.00","0.0","51","25"
"USC00050848","BOULDER, CO US","2022-11-23","0.00","0.0","50","27"
"USC00050848","BOULDER, CO US","2022-11-24","0.00","0.0","45","23"
"USC00050848","BOULDER, CO US","2022-11-25","0.00","0.0","59","24"
"USC00050848","BOULDER, CO US","2022-11-26","0.00","0.0","59","30"
"USC00050848","BOULDER, CO US","2022-11-27","0.01","0.0","49","32"
"USC00050848","BOULDER, CO US","2022-11-28","0.00","0.0","55","36"
"USC00050848","BOULDER, CO US","2022-11-29","0.30","5.5","44","15"
"USC00050848","BOULDER, CO US","2022-11-30","0.00","0.0","29","7"
"USC00050848","BOULDER, CO US","2022-12-01","0.00","0.0","56","14"
"USC00050848","BOULDER, CO US","2022-12-02","0.00","0.0","56","32"
"USC00050848","BOULDER, CO US","2022-12-03","0.00","0.0","54","13"
"USC00050848","BOULDER, CO US","2022-12-04","0.00","0.0","55","28"
"USC00050848","BOULDER, CO US","2022-12-05","0.00","0.0","57","30"
"USC00050848","BOULDER, CO US","2022-12-06","0.00","0.0","51","26"
"USC00050848","BOULDER, CO US","2022-12-07","0.00","0.0","50","24"
"USC00050848","BOULDER, CO US","2022-12-08","0.00","0.0","44","20"
"USC00050848","BOULDER, CO US","2022-12-09","0.00","0.0","52","12"
"USC00050848","BOULDER, CO US","2022-12-10","0.00","0.0","53","20"
"USC00050848","BOULDER, CO US","2022-12-11","0.00","0.0","61","26"
"USC00050848","BOULDER, CO US","2022-12-12","0.00","0.0","54","31"
"USC00050848","BOULDER, CO US","2022-12-13","0.00","0.0","41","22"
"USC00050848","BOULDER, CO US","2022-12-14","0.00","0.0","40","18"
"USC00050848","BOULDER, CO US","2022-12-15","0.00","0.0","33","17"
"USC00050848","BOULDER, CO US","2022-12-16","0.00","0.0","32","10"
"USC00050848","BOULDER, CO US","2022-12-17","0.00","0.0","38","13"
"USC00050848","BOULDER, CO US","2022-12-18","0.00","0.0","41","13"
"USC00050848","BOULDER, CO US","2022-12-19","0.00","0.0","45","10"
"USC00050848","BOULDER, CO US","2022-12-20","0.00","0.0","50","19"
"USC00050848","BOULDER, CO US","2022-12-21","0.00","0.0","47","6"
"USC00050848","BOULDER, CO US","2022-12-22","0.55","6.2","7","-18"
"USC00050848","BOULDER, CO US","2022-12-23","0.00","0.0","12","-14"
"USC00050848","BOULDER, CO US","2022-12-24","0.00","0.0","51","-2"
"USC00050848","BOULDER, CO US","2022-12-25","0.00","0.0","53","17"
"USC00050848","BOULDER, CO US","2022-12-26","0.00","0.0","49","28"
"USC00050848","BOULDER, CO US","2022-12-27","0.00","0.0","62","32"
"USC00050848","BOULDER, CO US","2022-12-28","0.00","0.0","57","41"
"USC00050848","BOULDER, CO US","2022-12-29","1.26","9.3","41","21"
"USC00050848","BOULDER, CO US","2022-12-30","0.00","0.0","37","19"
"USC00050848","BOULDER, CO US","2022-12-31","0.00","0.0","53","23"
